AwayTeamAPI,AwayTeamAvgGoals,AwayTeamCreatonShooting,AwayTeamDefencePressure,AwayTeamGoals,AwayTeamOdds,AwayTeamPlaySpeed,GoalDiff,HomeTeamAPI,HomeTeamAvgGoals,HomeTeamCreatonShooting,HomeTeamDefencePressure,HomeTeamGoals,HomeTeamPlaySpeed,HomeTeamsOdds,corner_away_team,corner_home_team,crosses_away_team,crosses_home_team,on_target_shot_away_team,on_target_shot_home_team,possession_away_team,possession_home_team,red_card_away_team,red_card_home_team,yellow_card_away_team,yellow_card_home_team,HomeTeamRatings,AwayTeamRatings,win
9830,0.577777778,35,30,0,2.4165,55,0,7794,1.291666667,55,70,0,40,1.5945,6,4,4,6,1,2,57,43,0,1,2,2,69.84313725,70.24489796,0
9830,0.577777778,35,30,0,2.282,55,-2,9747,1.027777778,70,30,1,35,1.7215,0,0,0,0,0,0,46.83333333,45.78947368,0,0,4,2,70.3,70.24489796,1
9830,0.577777778,35,30,1,2.282,55,-2,9747,1.027777778,70,30,0,35,1.7215,5,6,8,15,3,5,42,58,0,0,3,1,70.3,70.24489796,2
9830,0.577777778,35,30,1,2.421,55,0,8550,1.444444444,65,30,1,50,1.257,7,4,21,16,2,5,54,46,0,0,1,2,67.65217391,70.24489796,0
9830,0.577777778,35,30,0,2.246,55,3,7819,1.127272727,40,70,3,65,1.549,2.027777778,2.214285714,6.5,8.095238095,1.861111111,2.023809524,46.83333333,43.88888889,0.055555556,0.047619048,1.861111111,1.380952381,69.62295082,70.24489796,1
9830,0.577777778,35,30,2,2.246,55,3,7819,1.127272727,40,70,1,65,1.549,1,10,7,34,4,4,44,56,0,0,3,0,69.62295082,70.24489796,2
8592,1.336842105,70,65,1,2.860428571,55,-2,9827,1.445544554,70,55,1,70,1.672285714,1.170731707,1.303797468,4.402439024,4.594936709,1.353658537,1.35443038,57.36842105,54.21052632,0.097560976,0.063291139,1.853658537,1.379746835,72.26666667,73.38983051,0
8592,1.336842105,70,65,1,2.860428571,55,-2,9827,1.445544554,70,55,1,70,1.672285714,1.170731707,1.303797468,4.402439024,4.594936709,1.353658537,1.35443038,57.36842105,54.21052632,0.097560976,0.063291139,1.853658537,1.379746835,72.26666667,73.38983051,0
8592,1.336842105,70,65,1,2.860428571,55,-2,9827,1.445544554,70,55,1,70,1.672285714,1.170731707,1.303797468,4.402439024,4.594936709,1.353658537,1.35443038,57.36842105,54.21052632,0.097560976,0.063291139,1.853658537,1.379746835,72.26666667,73.38983051,0
8592,1.336842105,70,65,1,2.860428571,55,-2,9827,1.445544554,70,55,2,70,1.672285714,0,0,0,0,0,0,57.36842105,54.21052632,0,0,3,3,72.26666667,73.38983051,1
8592,1.336842105,70,65,0,2.860428571,55,-2,9827,1.445544554,70,55,1,70,1.672285714,0,0,0,0,0,0,57.36842105,54.21052632,1,0,2,0,72.26666667,73.38983051,1
8592,1.336842105,70,65,1,2.860428571,55,-2,9827,1.445544554,70,55,1,70,1.672285714,0,0,0,0,0,0,57.36842105,54.21052632,0,0,1,2,72.26666667,73.38983051,0
